Brand Name,Product Name,Packaging Information,SKU,Picture URL,Description,Category
Ecolab,Detergent Machine Solid Power Xl,4/9LB,8265585,https://mediacdn.sysco.com/images/rendition?id=faf21bde572a1254895310df601cf612179929c0,Ecolab Solid Power XL machine detergent is a concentrated solid machine warewashing detergent. • Case contains four individual containers of nine pounds each • Container size: nine pounds • Yields 4108.4 gallons • Concentrated solid machine warewashing detergent • Shelf life 1080 days • Dry storage • Avoid contact with skin and eyes • Wash hands thoroughly after handling • Case dimensions 14.375 x 14.375 x 7.5625,Chemicals
